pert_id,pert_iname
trcn0000029026,acaca
trcn0000029027,acaca
trcn0000029028,acaca
trcn0000045528,acsl3
trcn0000045529,acsl3
trcn0000045530,acsl3
trcn0000055825,actn1
trcn0000055826,actn1
trcn0000055827,actn1
trcn0000035104,agpat2
trcn0000035105,agpat2
trcn0000035107,agpat2
trcn0000027142,aldh3b1
trcn0000027162,aldh3b1
trcn0000027197,aldh3b1
trcn0000040264,ano1
trcn0000040265,ano1
trcn0000040266,ano1
trcn0000048058,arl1
trcn0000048060,arl1
trcn0000048061,arl1
trcn0000008714,atox1
trcn0000008715,atox1
trcn0000008716,atox1
trcn0000218193,atp5f1
trcn0000230282,atp5f1
trcn0000230283,atp5f1
trcn0000072759,bccip
trcn0000072760,bccip
trcn0000072761,bccip
trcn0000057608,cd81
trcn0000057609,cd81
trcn0000057610,cd81
trcn0000011239,celsr2
trcn0000011240,celsr2
trcn0000011241,celsr2
trcn0000083018,cln3
trcn0000083019,cln3
trcn0000083020,cln3
trcn0000059244,csf3
trcn0000059246,csf3
trcn0000059247,csf3
trcn0000021829,ctnnbip1
trcn0000021830,ctnnbip1
trcn0000021831,ctnnbip1
trcn0000061053,cxadr
trcn0000061054,cxadr
trcn0000061057,cxadr
trcn0000064338,cyp24a1
trcn0000064340,cyp24a1
trcn0000064342,cyp24a1
trcn0000059518,dbi
trcn0000059519,dbi
trcn0000059520,dbi
trcn0000003705,dffb
trcn0000003706,dffb
trcn0000003707,dffb
trcn0000050774,dpp4
trcn0000050775,dpp4
trcn0000050776,dpp4
trcn0000235437,dusp2
trcn0000244310,dusp2
trcn0000355666,dusp2
trcn0000013839,egr2
trcn0000013840,egr2
trcn0000013841,egr2
trcn0000029324,eno1
trcn0000029326,eno1
trcn0000029327,eno1
trcn0000013913,erg
trcn0000013914,erg
trcn0000062334,fbxl19
trcn0000062336,fbxl19
trcn0000062337,fbxl19
trcn0000083449,fga
trcn0000083450,fga
trcn0000083451,fga
trcn0000060763,gabarapl1
trcn0000060764,gabarapl1
trcn0000060767,gabarapl1
trcn0000056230,gas6
trcn0000056231,gas6
trcn0000056232,gas6
trcn0000034579,gcat
trcn0000034581,gcat
trcn0000034583,gcat
trcn0000045628,glul
trcn0000045630,glul
trcn0000045631,glul
trcn0000011523,gpr111
trcn0000011524,gpr111
trcn0000011527,gpr111
trcn0000011714,gpr146
trcn0000363138,gpr146
trcn0000363175,gpr146
trcn0000008272,gpr172a
trcn0000008274,gpr172a
trcn0000011421,gpr172a
trcn0000005610,gpr19
trcn0000005611,gpr19
trcn0000005613,gpr19
trcn0000036789,gpsm1
trcn0000036790,gpsm1
trcn0000036793,gpsm1
trcn0000020964,gtf2h2
trcn0000020966,gtf2h2
trcn0000020967,gtf2h2
trcn0000057333,hla-dpa1
trcn0000057334,hla-dpa1
trcn0000057335,hla-dpa1
trcn0000036429,hnmt
trcn0000036432,hnmt
trcn0000036433,hnmt
trcn0000063243,hyal2
trcn0000063244,hyal2
trcn0000063245,hyal2
trcn0000058525,il13ra2
trcn0000058526,il13ra2
trcn0000058527,il13ra2
trcn0000014803,irf5
trcn0000014804,irf5
trcn0000014805,irf5
trcn0000003239,itgav
trcn0000003240,itgav
trcn0000010768,itgav
trcn0000003234,itgb3
trcn0000003235,itgb3
trcn0000003236,itgb3
trcn0000061283,itpr2
trcn0000061284,itpr2
trcn0000061287,itpr2
trcn0000244205,jag1
trcn0000244410,jag1
trcn0000244411,jag1
trcn0000018013,kdm4b
trcn0000018014,kdm4b
trcn0000018015,kdm4b
trcn0000029304,lgals3
trcn0000029305,lgals3
trcn0000029306,lgals3
trcn0000011723,lphn2
trcn0000011725,lphn2
trcn0000011726,lphn2
trcn0000074243,mcm4
trcn0000074244,mcm4
trcn0000074245,mcm4
trcn0000022009,med26
trcn0000022010,med26
trcn0000022011,med26
trcn0000019119,mitf
trcn0000019120,mitf
trcn0000019121,mitf
trcn0000005304,mphosph9
trcn0000005305,mphosph9
trcn0000005307,mphosph9
trcn0000077973,mrgprd
trcn0000077974,mrgprd
trcn0000077976,mrgprd
trcn0000022104,msl3
trcn0000022105,msl3
trcn0000022107,msl3
trcn0000059049,mtss1
trcn0000059051,mtss1
trcn0000059052,mtss1
trcn0000083178,mttp
trcn0000083180,mttp
trcn0000083181,mttp
trcn0000056815,nfkbil1
trcn0000056816,nfkbil1
trcn0000056817,nfkbil1
trcn0000033649,nr0b2
trcn0000033650,nr0b2
trcn0000033653,nr0b2
trcn0000021014,olig3
trcn0000021017,olig3
trcn0000021018,olig3
trcn0000005280,orm1
trcn0000005281,orm1
trcn0000005283,orm1
trcn0000016799,osr1
trcn0000016800,osr1
trcn0000016801,osr1
trcn0000053020,papola
trcn0000053021,papola
trcn0000053022,papola
trcn0000019634,phf13
trcn0000019636,phf13
trcn0000019638,phf13
trcn0000022039,phf21b
trcn0000022041,phf21b
trcn0000022042,phf21b
trcn0000074878,phf5a
trcn0000074879,phf5a
trcn0000074880,phf5a
trcn0000064808,plod2
trcn0000064809,plod2
trcn0000064810,plod2
trcn0000063278,pnrc1
trcn0000063279,pnrc1
trcn0000063280,pnrc1
trcn0000052959,polr3f
trcn0000052961,polr3f
trcn0000052962,polr3f
trcn0000001672,pparg
trcn0000006875,ppp3cc
trcn0000006877,ppp3cc
trcn0000006879,ppp3cc
trcn0000005208,prkrir
trcn0000005209,prkrir
trcn0000005210,prkrir
trcn0000052144,prss3
trcn0000052146,prss3
trcn0000052147,prss3
trcn0000058088,psmd2
trcn0000058089,psmd2
trcn0000058091,psmd2
trcn0000034229,psmf1
trcn0000034230,psmf1
trcn0000034232,psmf1
trcn0000014208,ramp1
trcn0000014209,ramp1
trcn0000014210,ramp1
trcn0000007599,rbck1
trcn0000007602,rbck1
trcn0000338176,rbck1
trcn0000022384,rbx1
trcn0000022385,rbx1
trcn0000022386,rbx1
trcn0000000705,ripk1
trcn0000000706,ripk1
trcn0000000707,ripk1
trcn0000072874,rragc
trcn0000072876,rragc
trcn0000072877,rragc
trcn0000059533,rragd
trcn0000059534,rragd
trcn0000059535,rragd
trcn0000035249,sat1
trcn0000035250,sat1
trcn0000035251,sat1
trcn0000078313,sgpl1
trcn0000078314,sgpl1
trcn0000078315,sgpl1
trcn0000006494,skp1
trcn0000006495,skp1
trcn0000006496,skp1
trcn0000007640,slc38a3
trcn0000007642,slc38a3
trcn0000007643,slc38a3
trcn0000043413,slc3a1
trcn0000043415,slc3a1
trcn0000043416,slc3a1
trcn0000043078,slc7a9
trcn0000043080,slc7a9
trcn0000043082,slc7a9
trcn0000044648,slc9a1
trcn0000044649,slc9a1
trcn0000044650,slc9a1
trcn0000015698,smarcc2
trcn0000015699,smarcc2
trcn0000015701,smarcc2
trcn0000001104,snw1
trcn0000001107,snw1
trcn0000001108,snw1
trcn0000019304,stat5a
trcn0000019306,stat5a
trcn0000003968,stil
trcn0000003970,stil
trcn0000053923,thbd
trcn0000053924,thbd
trcn0000053925,thbd
trcn0000003754,tp53
trcn0000004571,traf2
trcn0000004572,traf2
trcn0000004573,traf2
trcn0000056948,traf7
trcn0000056949,traf7
trcn0000056950,traf7
trcn0000218399,ubac2
trcn0000229612,ubac2
trcn0000229613,ubac2
trcn0000011107,ubc
trcn0000011108,ubc
trcn0000011109,ubc
trcn0000034616,ugt1a3
trcn0000034617,ugt1a3
trcn0000034618,ugt1a3
trcn0000058504,vegfc
trcn0000058505,vegfc
trcn0000058507,vegfc
trcn0000062074,wnt9a
trcn0000062075,wnt9a
trcn0000062076,wnt9a
trcn0000019855,znf433
trcn0000019857,znf433
trcn0000019858,znf433
trcn0000108105,znf623
trcn0000108106,znf623
trcn0000108107,znf623
trcn0000020675,znf677
trcn0000020676,znf677
trcn0000020678,znf677
trcn0000017544,znf74
trcn0000017546,znf74
trcn0000017547,znf74
trcn0000007820,zswim2
trcn0000007822,zswim2
trcn0000007824,zswim2
trcn0000001671,pparg
trcn0000003966,stil
trcn0000003487,c2
trcn0000003489,c2
trcn0000003490,c2
trcn0000078454,pc
trcn0000078456,pc
trcn0000078457,pc
trcn0000026444,adh6
trcn0000026464,adh6
trcn0000026489,adh6
trcn0000022044,akap17a
trcn0000022046,akap17a
trcn0000022047,akap17a
trcn0000006691,ambp
trcn0000006693,ambp
trcn0000006694,ambp
trcn0000036514,arpc5
trcn0000036515,arpc5
trcn0000036516,arpc5
trcn0000001051,bcl2l11
trcn0000001052,bcl2l11
trcn0000001053,bcl2l11
trcn0000036169,bhmt2
trcn0000036171,bhmt2
trcn0000036172,bhmt2
trcn0000033534,bnip2
trcn0000033535,bnip2
trcn0000033536,bnip2
trcn0000005642,bnipl
trcn0000005644,bnipl
trcn0000005646,bnipl
trcn0000016128,brf2
trcn0000016130,brf2
trcn0000016131,brf2
trcn0000055989,camlg
trcn0000055990,camlg
trcn0000055991,camlg
trcn0000008229,ccrl2
trcn0000008230,ccrl2
trcn0000008231,ccrl2
trcn0000005651,cdc42se1
trcn0000010957,cdc42se1
trcn0000273581,cdc42se1
trcn0000011249,chrm1
trcn0000011251,chrm1
trcn0000011252,chrm1
trcn0000043905,clcn5
trcn0000043906,clcn5
trcn0000043907,clcn5
trcn0000045460,cmas
trcn0000303496,cmas
trcn0000303497,cmas
trcn0000020340,creb3
trcn0000020341,creb3
trcn0000020342,creb3
trcn0000049908,ctdsp1
trcn0000049909,ctdsp1
trcn0000049910,ctdsp1
trcn0000256863,cxcr4
trcn0000064603,cyc1
trcn0000064604,cyc1
trcn0000064605,cyc1
trcn0000064619,cyp1a1
trcn0000064620,cyp1a1
trcn0000064621,cyp1a1
trcn0000064233,cyp3a5
trcn0000064234,cyp3a5
trcn0000064236,cyp3a5
trcn0000056188,dag1
trcn0000056189,dag1
trcn0000056190,dag1
trcn0000051863,ddah1
trcn0000051864,ddah1
trcn0000051865,ddah1
trcn0000013828,ebf1
trcn0000013829,ebf1
trcn0000013830,ebf1
trcn0000007865,eif2c2
trcn0000007866,eif2c2
trcn0000007867,eif2c2
trcn0000083009,emd
trcn0000083010,emd
trcn0000083011,emd
trcn0000073265,epc1
trcn0000229402,epc1
trcn0000229403,epc1
trcn0000083943,fermt1
trcn0000083944,fermt1
trcn0000083946,fermt1
trcn0000008339,fzd6
trcn0000008340,fzd6
trcn0000008341,fzd6
trcn0000005659,gabpb2
trcn0000005660,gabpb2
trcn0000005661,gabpb2
trcn0000028585,gcdh
trcn0000028586,gcdh
trcn0000028636,gcdh
trcn0000036600,gldc
trcn0000036601,gldc
trcn0000036470,gnai1
trcn0000036472,gnai1
trcn0000036473,gnai1
trcn0000011478,gpbar1
trcn0000011480,gpbar1
trcn0000011482,gpbar1
trcn0000008261,gpr174
trcn0000008263,gpr174
trcn0000008264,gpr174
trcn0000009045,grpr
trcn0000009046,grpr
trcn0000009047,grpr
trcn0000020889,gtf2f2
trcn0000020890,gtf2f2
trcn0000020891,gtf2f2
trcn0000029289,gusb
trcn0000029290,gusb
trcn0000029291,gusb
trcn0000116017,gyg1
trcn0000116019,gyg1
trcn0000116021,gyg1
trcn0000234890,hagh
trcn0000234891,hagh
trcn0000234892,hagh
trcn0000078280,hal
trcn0000078281,hal
trcn0000078282,hal
trcn0000014598,hhex
trcn0000014599,hhex
trcn0000014600,hhex
trcn0000019104,hmgn3
trcn0000019106,hmgn3
trcn0000019108,hmgn3
trcn0000019874,hmgn5
trcn0000019875,hmgn5
trcn0000019876,hmgn5
trcn0000027227,hsd17b2
trcn0000027242,hsd17b2
trcn0000027292,hsd17b2
trcn0000016959,hsf5
trcn0000016960,hsf5
trcn0000016961,hsf5
trcn0000062429,igf2
trcn0000062430,igf2
trcn0000062432,igf2
trcn0000072508,igfbp3
trcn0000072511,igfbp3
trcn0000072512,igfbp3
trcn0000059103,il2
trcn0000059104,il2
trcn0000059105,il2
trcn0000007114,jmjd7-pla2g4b
trcn0000007116,jmjd7-pla2g4b
trcn0000272882,jmjd7-pla2g4b
trcn0000021183,klf10
trcn0000275067,klf10
trcn0000275119,klf10
trcn0000005313,klf4
trcn0000005314,klf4
trcn0000005316,klf4
trcn0000073603,kng1
trcn0000073604,kng1
trcn0000073607,kng1
trcn0000045888,lars2
trcn0000045889,lars2
trcn0000045890,lars2
trcn0000262146,ldlr
trcn0000262148,ldlr
trcn0000262149,ldlr
trcn0000011586,lgr5
trcn0000011587,lgr5
trcn0000011588,lgr5
trcn0000057428,lman1
trcn0000057429,lman1
trcn0000057430,lman1
trcn0000072418,lmnb2
trcn0000072419,lmnb2
trcn0000072420,lmnb2
trcn0000052139,lpl
trcn0000052140,lpl
trcn0000052141,lpl
trcn0000029684,m6pr
trcn0000029685,m6pr
trcn0000029686,m6pr
trcn0000022364,mgmt
trcn0000022365,mgmt
trcn0000022368,mgmt
trcn0000195313,mylk2
trcn0000197049,mylk2
trcn0000219654,mylk2
trcn0000045508,nadsyn1
trcn0000045509,nadsyn1
trcn0000232702,nadsyn1
trcn0000027250,ndufs7
trcn0000027272,ndufs7
trcn0000027288,ndufs7
trcn0000021604,nr1h4
trcn0000021607,nr1h4
trcn0000021608,nr1h4
trcn0000063526,nrp1
trcn0000063527,nrp1
trcn0000061239,or10z1
trcn0000061240,or10z1
trcn0000061241,or10z1
trcn0000044960,p2rx4
trcn0000044961,p2rx4
trcn0000044962,p2rx4
trcn0000050413,pa2g4
trcn0000050414,pa2g4
trcn0000050415,pa2g4
trcn0000055655,pcdh15
trcn0000055656,pcdh15
trcn0000055657,pcdh15
trcn0000028582,pdha1
trcn0000028590,pdha1
trcn0000028602,pdha1
trcn0000019554,phf16
trcn0000019555,phf16
trcn0000019556,phf16
trcn0000021200,pi4ka
trcn0000001118,ppp2r4
trcn0000001119,ppp2r4
trcn0000001120,ppp2r4
trcn0000029214,ppt1
trcn0000029215,ppt1
trcn0000029216,ppt1
trcn0000015174,prdm7
trcn0000015176,prdm7
trcn0000015177,prdm7
trcn0000011500,prlhr
trcn0000011501,prlhr
trcn0000011502,prlhr
trcn0000232122,prox1
trcn0000232124,prox1
trcn0000232125,prox1
trcn0000061738,psen1
trcn0000061739,psen1
trcn0000061740,psen1
trcn0000045533,ptgs2
trcn0000045534,ptgs2
trcn0000045537,ptgs2
trcn0000063488,rarres3
trcn0000063490,rarres3
trcn0000063492,rarres3
trcn0000047354,rasd1
trcn0000047356,rasd1
trcn0000047357,rasd1
trcn0000016205,rbpj
trcn0000016206,rbpj
trcn0000016207,rbpj
trcn0000004230,rnf125
trcn0000004231,rnf125
trcn0000004232,rnf125
trcn0000008640,rps14
trcn0000008641,rps14
trcn0000008642,rps14
trcn0000078718,rsph1
trcn0000078719,rsph1
trcn0000078722,rsph1
trcn0000043555,slc1a6
trcn0000043556,slc1a6
trcn0000043557,slc1a6
trcn0000059585,slc22a23
trcn0000059586,slc22a23
trcn0000059587,slc22a23
trcn0000043088,slc25a32
trcn0000043089,slc25a32
trcn0000043090,slc25a32
trcn0000043598,slc2a2
trcn0000043601,slc2a2
trcn0000043602,slc2a2
trcn0000038314,slc30a2
trcn0000038316,slc30a2
trcn0000038318,slc30a2
trcn0000043123,slc7a11
trcn0000043124,slc7a11
trcn0000043125,slc7a11
trcn0000015724,snf8
trcn0000015725,snf8
trcn0000274353,snf8
trcn0000008709,sparc
trcn0000008710,sparc
trcn0000008711,sparc
trcn0000020604,srebf1
trcn0000020607,srebf1
trcn0000020608,srebf1
trcn0000357357,sucnr1
trcn0000357358,sucnr1
trcn0000378348,sucnr1
trcn0000003163,syk
trcn0000003164,syk
trcn0000003165,syk
trcn0000058883,tnfrsf19
trcn0000058885,tnfrsf19
trcn0000058886,tnfrsf19
trcn0000060099,ttr
trcn0000060100,ttr
trcn0000060102,ttr
trcn0000000835,ulk1
trcn0000000837,ulk1
trcn0000000838,ulk1
trcn0000007692,usp47
trcn0000007693,usp47
trcn0000007694,usp47
trcn0000045849,vars
trcn0000045850,vars
trcn0000045851,vars
trcn0000029119,vim
trcn0000029120,vim
trcn0000029121,vim
trcn0000218258,zfp112
trcn0000230728,zfp112
trcn0000230729,zfp112
trcn0000022074,zim3
trcn0000022077,zim3
trcn0000022078,zim3
trcn0000012918,znf138
trcn0000012920,znf138
trcn0000012921,znf138
trcn0000021729,znf232
trcn0000021730,znf232
trcn0000021732,znf232
trcn0000020301,znf238
trcn0000020303,znf238
trcn0000275997,znf238
trcn0000019344,znf583
trcn0000019347,znf583
trcn0000019348,znf583
trcn0000036599,gldc
trcn0000057198,c5
trcn0000057199,c5
trcn0000057201,c5
trcn0000047068,tf
trcn0000047070,tf
trcn0000047071,tf
trcn0000059683,abcb1
trcn0000059684,abcb1
trcn0000059686,abcb1
trcn0000007958,apex1
trcn0000007959,apex1
trcn0000007960,apex1
trcn0000003739,apob
trcn0000003741,apob
trcn0000003742,apob
trcn0000047834,arap1
trcn0000047835,arap1
trcn0000047837,arap1
trcn0000047413,arhgdib
trcn0000047415,arhgdib
trcn0000047416,arhgdib
trcn0000019380,brd8
trcn0000019381,brd8
trcn0000222187,brd8
trcn0000045189,ccna1
trcn0000045191,ccna1
trcn0000045192,ccna1
trcn0000057183,cd46
trcn0000233130,cd46
trcn0000233131,cd46
trcn0000056588,cdo1
trcn0000056589,cdo1
trcn0000056591,cdo1
trcn0000021750,cers2
trcn0000021751,cers2
trcn0000021752,cers2
trcn0000016983,cers4
trcn0000016986,cers4
trcn0000016987,cers4
trcn0000029709,cfl1
trcn0000029710,cfl1
trcn0000029711,cfl1
trcn0000107866,cir1
trcn0000107869,cir1
trcn0000232425,cir1
trcn0000045233,cnnm2
trcn0000045234,cnnm2
trcn0000045236,cnnm2
trcn0000065268,copa
trcn0000065269,copa
trcn0000065271,copa
trcn0000061413,crcp
trcn0000061414,crcp
trcn0000061415,crcp
trcn0000062653,ctnna1
trcn0000062654,ctnna1
trcn0000062657,ctnna1
trcn0000003697,ctsh
trcn0000003698,ctsh
trcn0000003699,ctsh
trcn0000009137,cxcr2
trcn0000009138,cxcr2
trcn0000009140,cxcr2
trcn0000062913,derl1
trcn0000062914,derl1
trcn0000062915,derl1
trcn0000053244,dmd
trcn0000053245,dmd
trcn0000053247,dmd
trcn0000233471,dusp6
trcn0000233472,dusp6
trcn0000233473,dusp6
trcn0000049128,eci1
trcn0000049129,eci1
trcn0000049130,eci1
trcn0000022324,egln2
trcn0000022325,egln2
trcn0000022326,egln2
trcn0000006788,f10
trcn0000006790,f10
trcn0000006791,f10
trcn0000050634,faah
trcn0000050635,faah
trcn0000050636,faah
trcn0000058828,figf
trcn0000058829,figf
trcn0000058830,figf
trcn0000273941,fos
trcn0000021079,foxj2
trcn0000021080,foxj2
trcn0000021081,foxj2
trcn0000018961,foxp3
trcn0000018963,foxp3
trcn0000029429,fth1
trcn0000029430,fth1
trcn0000029431,fth1
trcn0000008320,fzd2
trcn0000008321,fzd2
trcn0000008322,fzd2
trcn0000011596,gabbr2
trcn0000011597,gabbr2
trcn0000011599,gabbr2
trcn0000061488,gabrb3
trcn0000061489,gabrb3
trcn0000061490,gabrb3
trcn0000083589,gla
trcn0000083590,gla
trcn0000083591,gla
trcn0000049148,gpi
trcn0000049149,gpi
trcn0000049150,gpi
trcn0000063173,gpr107
trcn0000063176,gpr107
trcn0000299309,gpr107
trcn0000063438,gpr153
trcn0000063440,gpr153
trcn0000063441,gpr153
trcn0000011640,gpr64
trcn0000011641,gpr64
trcn0000011642,gpr64
trcn0000008982,gprc5b
trcn0000008983,gprc5b
trcn0000008984,gprc5b
trcn0000008676,gpx3
trcn0000008678,gpx3
trcn0000008679,gpx3
trcn0000015274,hbp1
trcn0000015275,hbp1
trcn0000218139,hbp1
trcn0000017918,hcfc2
trcn0000017919,hcfc2
trcn0000017921,hcfc2
trcn0000003809,hif1a
trcn0000057238,hla-a
trcn0000057239,hla-a
trcn0000057241,hla-a
trcn0000015028,hoxa1
trcn0000015029,hoxa1
trcn0000234978,hoxa1
trcn0000015793,hoxb5
trcn0000015795,hoxb5
trcn0000015796,hoxb5
trcn0000005800,ifnb1
trcn0000005801,ifnb1
trcn0000005803,ifnb1
trcn0000059098,ifngr2
trcn0000059099,ifngr2
trcn0000059100,ifngr2
trcn0000077943,igfbp7
trcn0000077944,igfbp7
trcn0000077945,igfbp7
trcn0000058215,il20
trcn0000058216,il20
trcn0000058217,il20
trcn0000061323,itpr3
trcn0000061324,itpr3
trcn0000061325,itpr3
trcn0000107420,klf14
trcn0000107421,klf14
trcn0000107423,klf14
trcn0000011687,lancl1
trcn0000011688,lancl1
trcn0000011689,lancl1
trcn0000020160,lef1
trcn0000020162,lef1
trcn0000035515,lipt1
trcn0000035516,lipt1
trcn0000035517,lipt1
trcn0000083518,lyz
trcn0000083519,lyz
trcn0000083521,lyz
trcn0000013429,med21
trcn0000013430,med21
trcn0000013431,med21
trcn0000009174,mrgprx2
trcn0000009177,mrgprx2
trcn0000009178,mrgprx2
trcn0000234848,msx2
trcn0000234849,msx2
trcn0000234851,msx2
trcn0000036549,mthfd2
trcn0000027151,ndufab1
trcn0000027184,ndufab1
trcn0000027196,ndufab1
trcn0000014678,nfib
trcn0000014679,nfib
trcn0000014680,nfib
trcn0000050948,nt5c2
trcn0000050950,nt5c2
trcn0000050951,nt5c2
trcn0000078498,oaz2
trcn0000078499,oaz2
trcn0000078501,oaz2
trcn0000082843,opa1
trcn0000082844,opa1
trcn0000082845,opa1
trcn0000074343,phrf1
trcn0000074344,phrf1
trcn0000074346,phrf1
trcn0000046133,pipox
trcn0000046136,pipox
trcn0000046137,pipox
trcn0000000431,plcb3
trcn0000000432,plcb3
trcn0000000433,plcb3
trcn0000061463,plxna1
trcn0000061464,plxna1
trcn0000061465,plxna1
trcn0000061466,plxna1
trcn0000061467,plxna1
trcn0000034940,pofut1
trcn0000034942,pofut1
trcn0000034943,pofut1
trcn0000035264,psat1
trcn0000035265,psat1
trcn0000035266,psat1
trcn0000002860,ptprg
trcn0000002861,ptprg
trcn0000002862,ptprg
trcn0000021195,rarb
trcn0000021196,rarb
trcn0000021198,rarb
trcn0000002082,rassf5
trcn0000002083,rassf5
trcn0000002085,rassf5
trcn0000064584,retsat
trcn0000064585,retsat
trcn0000064587,retsat
trcn0000013265,rfxank
trcn0000232191,rfxank
trcn0000232192,rfxank
trcn0000020685,satb2
trcn0000020687,satb2
trcn0000020688,satb2
trcn0000052278,serpinb2
trcn0000052279,serpinb2
trcn0000052282,serpinb2
trcn0000078628,setd7
trcn0000078629,setd7
trcn0000078630,setd7
trcn0000029774,skap2
trcn0000029776,skap2
trcn0000029777,skap2
trcn0000042883,slc30a8
trcn0000042885,slc30a8
trcn0000042886,slc30a8
trcn0000013213,smarca5
trcn0000013215,smarca5
trcn0000013216,smarca5
trcn0000003735,snca
trcn0000003736,snca
trcn0000272292,snca
trcn0000001894,socs5
trcn0000001896,socs5
trcn0000218055,socs5
trcn0000021689,ssx2
trcn0000021690,ssx2
trcn0000021693,ssx2
trcn0000038049,st14
trcn0000038051,st14
trcn0000038052,st14
trcn0000035309,sult1a3
trcn0000035310,sult1a3
trcn0000035313,sult1a3
trcn0000013208,supt3h
trcn0000013210,supt3h
trcn0000013211,supt3h
trcn0000022111,thrap3
trcn0000022112,thrap3
trcn0000276342,thrap3
trcn0000052413,timp3
trcn0000052414,timp3
trcn0000052416,timp3
trcn0000054073,tkt
trcn0000054074,tkt
trcn0000054075,tkt
trcn0000056889,tlr9
trcn0000056890,tlr9
trcn0000056892,tlr9
trcn0000044873,trpm5
trcn0000044875,trpm5
trcn0000044877,trpm5
trcn0000029634,tslp
trcn0000029638,tslp
trcn0000373825,tslp
trcn0000034654,ugt1a9
trcn0000034655,ugt1a9
trcn0000034658,ugt1a9
trcn0000060428,uimc1
trcn0000060429,uimc1
trcn0000060430,uimc1
trcn0000078438,urod
trcn0000078439,urod
trcn0000078440,urod
trcn0000011127,usp32
trcn0000011129,usp32
trcn0000011131,usp32
trcn0000108025,yaf2
trcn0000108026,yaf2
trcn0000108028,yaf2
trcn0000045633,yars
trcn0000045634,yars
trcn0000045635,yars
trcn0000017565,zeb1
trcn0000017566,zeb1
trcn0000017567,zeb1
trcn0000017050,zfp28
trcn0000017051,zfp28
trcn0000232344,zfp28
trcn0000020132,znf22
trcn0000020133,znf22
trcn0000108061,znf350
trcn0000108062,znf350
trcn0000108064,znf350
trcn0000018964,znf354b
trcn0000018965,znf354b
trcn0000018966,znf354b
trcn0000020335,znf398
trcn0000020336,znf398
trcn0000020337,znf398
trcn0000019965,znf567
trcn0000019966,znf567
trcn0000019967,znf567
trcn0000019230,znf597
trcn0000019231,znf597
trcn0000019232,znf597
trcn0000018050,znf610
trcn0000018051,znf610
trcn0000018052,znf610
trcn0000015519,znf625
trcn0000015520,znf625
trcn0000015522,znf625
trcn0000017708,znf764
trcn0000017711,znf764
trcn0000017712,znf764
trcn0000020130,znf22
trcn0000060190,abcb5
trcn0000060191,abcb5
trcn0000060192,abcb5
trcn0000078513,adc
trcn0000078514,adc
trcn0000078516,adc
trcn0000021258,ahr
trcn0000245283,ahr
trcn0000245286,ahr
trcn0000027155,aldh1b1
trcn0000027178,aldh1b1
trcn0000027203,aldh1b1
trcn0000052503,aldoa
trcn0000052504,aldoa
trcn0000052505,aldoa
trcn0000049663,ang
trcn0000049666,ang
trcn0000049667,ang
trcn0000059453,ap1s2
trcn0000059454,ap1s2
trcn0000059455,ap1s2
trcn0000047463,arhgef11
trcn0000047464,arhgef11
trcn0000047465,arhgef11
trcn0000021045,ascl4
trcn0000021046,ascl4
trcn0000021047,ascl4
trcn0000043483,atp5g1
trcn0000043484,atp5g1
trcn0000043485,atp5g1
trcn0000029559,atp6v0c
trcn0000029560,atp6v0c
trcn0000029561,atp6v0c
trcn0000033454,bad
trcn0000017883,batf3
trcn0000017885,batf3
trcn0000116037,c19orf6
trcn0000116038,c19orf6
trcn0000116039,c19orf6
trcn0000056478,capns2
trcn0000056479,capns2
trcn0000056481,capns2
trcn0000045753,cars
trcn0000045754,cars
trcn0000045755,cars
trcn0000045198,ccne2
trcn0000045199,ccne2
trcn0000045202,ccne2
trcn0000038715,cd40
trcn0000038717,cd40
trcn0000038718,cd40
trcn0000271224,chka
trcn0000271284,chka
trcn0000116052,cops2
trcn0000116053,cops2
trcn0000116054,cops2
trcn0000049838,dis3
trcn0000049839,dis3
trcn0000049840,dis3
trcn0000017428,e2f8
trcn0000017430,e2f8
trcn0000017432,e2f8
trcn0000007868,eif2c3
trcn0000007869,eif2c3
trcn0000007871,eif2c3
trcn0000013863,elf3
trcn0000013864,elf3
trcn0000013867,elf3
trcn0000013878,elk3
